ts	pid	kind	api	rows	seconds
1789495292	52	counted	train	100000	0.13
1789495300	98	counted	train	89976	0.99
1789495315	143	counted	train	89976	1.20
1789495322	183	counted	train	100000	0.15
1789495332	223	counted	train	100000	0.15
1789495338	263	counted	train	100000	0.76
1789495347	304	counted	train	100000	2.02
1789495358	345	counted	train	100000	0.81
1789495366	385	counted	train	100000	0.91
1789495373	427	counted	train	100000	1.76
1789495378	469	counted	train	100000	0.74
1789495382	511	counted	train	100000	0.89
1789495398	563	counted	train	100000	1.47
1789495402	605	counted	train	100000	0.90
1789495412	645	counted	train	100000	1.03
1789495413	645	counted	train	100000	0.89
1789495414	645	counted	train	100000	0.68
1789495416	645	counted	train	100000	1.78
1789495423	685	counted	train	100000	0.86
1789495424	685	counted	train	100000	0.96
1789495425	685	counted	train	100000	0.72
1789495427	685	counted	train	100000	1.83
1789495428	685	counted	train	100000	0.97
1789495429	685	counted	train	100000	0.85
1789495429	685	counted	train	100000	0.75
1789495431	685	counted	train	100000	1.52
1789495443	727	counted	train	100000	1.83
1789495445	727	counted	train	100000	1.87
1789495446	727	counted	train	100000	1.42
1789495450	727	counted	train	100000	3.66
1789495471	778	counted	train	100000	1.05
1789495473	778	counted	train	100000	1.22
1789495474	778	counted	train	100000	1.23
1789495476	778	counted	train	100000	2.32
1789495484	818	counted	train	100000	1.24
1789495486	818	counted	train	100000	1.38
1789495487	818	counted	train	100000	0.99
1789495490	818	counted	train	100000	2.70
1789495499	863	counted	train	100000	1.08
1789495501	863	counted	train	100000	1.30
1789495502	863	counted	train	100000	0.96
1789495504	863	counted	train	100000	2.60
1789495517	908	counted	train	100000	1.04
1789495518	908	counted	train	100000	1.19
1789495519	908	counted	train	100000	0.89
1789495521	908	counted	train	100000	2.26
1789495523	908	counted	train	100000	1.10
1789495524	908	counted	train	100000	0.97
1789495531	948	counted	train	100000	0.93
1789495532	948	counted	train	100000	1.09
1789495533	948	counted	train	100000	0.94
1789495535	948	counted	train	100000	2.35
1789495537	948	counted	train	100000	1.19
1789495538	948	counted	train	100000	0.98
1789495539	948	counted	train	100000	1.14
1789495540	948	counted	train	100000	0.95
1789495542	948	counted	train	100000	1.57
1789495550	988	counted	train	100000	0.98
