ts	pid	kind	api	rows	seconds
1789606656	52	counted	train	100000	0.16
1789606790	98	counted	train	100000	0.33
1789606946	142	counted	train	100000	0.17
1789607261	190	counted	train	79986	0.70
1789607531	231	counted	train	100000	0.11
1789607531	231	counted	train	100000	0.16
1789607531	231	counted	train	100000	0.26
1789607532	231	counted	train	100000	0.39
1789607533	231	counted	train	100000	0.57
1789607534	231	counted	train	100000	0.93
1789607535	231	counted	train	100000	1.38
1789607538	231	counted	train	100000	2.33
1789607742	281	counted	train	100000	0.08
1789607742	281	counted	train	100000	0.12
1789607742	281	counted	train	100000	0.18
1789607743	281	counted	train	100000	0.27
1789607743	281	counted	train	100000	0.39
1789607744	281	counted	train	100000	0.71
1789607925	362	counted	train	100000	3.54
1789607928	362	counted	train	100000	2.79
1789607932	362	counted	train	100000	4.82
1789607936	362	counted	train	100000	3.54
1789607939	362	counted	train	100000	2.59
1789607942	362	counted	train	100000	3.67
1789607946	362	counted	train	100000	3.32
1789607949	362	counted	train	100000	3.38
1789607953	362	counted	train	100000	3.54
1789607953	362	counted	train	100000	0.14
1789608005	403	counted	train	100000	2.77
1789608007	403	counted	train	100000	2.68
1789608010	403	counted	train	100000	2.46
1789608012	403	counted	train	100000	2.46
1789608015	403	counted	train	100000	2.88
1789608018	403	counted	train	100000	2.68
1789608021	403	counted	train	100000	2.63
1789608024	403	counted	train	100000	2.84
1789608026	403	counted	train	100000	2.65
1789608029	403	counted	train	100000	2.67
1789608030	403	counted	train	100000	0.51
1789608302	444	counted	train	100000	4.25
1789608306	444	counted	train	100000	3.93
1789608311	444	counted	train	100000	4.66
1789608315	444	counted	train	100000	4.26
1789608316	444	counted	train	100000	1.18
1789608769	489	counted	train	100000	3.77
1789608770	489	counted	train	100000	0.49
1789608771	489	counted	train	100000	1.27
1789608771	489	counted	train	100000	0.14
1789608775	489	counted	train	100000	3.74
1789608776	489	counted	train	100000	0.80
1789608779	489	counted	train	100000	2.64
1789608779	489	counted	train	100000	0.29
1789608780	489	counted	train	100000	1.39
1789608781	489	counted	train	100000	0.17
1789608785	489	counted	train	100000	3.86
1789608785	489	counted	train	100000	0.62
1789608789	489	counted	train	100000	3.87
1789608790	489	counted	train	100000	0.60
1789608794	489	counted	train	100000	3.84
1789608794	489	counted	train	100000	0.65
1789609152	530	counted	train	100000	3.94
1789609152	530	counted	train	100000	0.50
1789609154	530	counted	train	100000	1.39
1789609154	530	counted	train	100000	0.16
1789609157	530	counted	train	100000	2.73
1789609157	530	counted	train	100000	0.30
1789609161	530	counted	train	100000	4.00
1789609162	530	counted	train	100000	0.81
1789609163	530	counted	train	100000	1.51
1789609164	530	counted	train	100000	0.19
1789609168	530	counted	train	100000	4.21
1789609168	530	counted	train	100000	0.34
1789609170	530	counted	train	100000	1.40
1789609170	530	counted	train	100000	0.16
1789609172	530	counted	train	100000	2.36
1789609173	530	counted	train	100000	0.51
1789609177	530	counted	train	100000	4.00
1789609178	530	counted	train	100000	0.60
1789609182	530	counted	train	100000	3.91
1789609182	530	counted	train	100000	0.57
1789609186	530	counted	train	100000	3.88
1789609187	530	counted	train	100000	0.67
1789609191	530	counted	train	100000	3.89
1789609191	530	counted	train	100000	0.47
1789609195	530	counted	train	100000	3.90
1789609196	530	counted	train	100000	0.60
1789609200	530	counted	train	100000	3.59
1789609200	530	counted	train	100000	0.36
1789609204	530	counted	train	100000	3.61
1789609204	530	counted	train	100000	0.19
1789609467	574	counted	train	100000	3.91
1789609471	574	counted	train	100000	4.16
1789609475	574	counted	train	100000	3.46
1789609478	574	counted	train	100000	3.51
1789609483	574	counted	train	100000	4.00
1789609487	574	counted	train	100000	4.00
1789609488	574	counted	train	100000	1.21
1789610019	615	counted	train	100000	7.80
1789610027	615	counted	train	100000	7.97
1789610035	615	counted	train	100000	8.05
1789610043	615	counted	train	100000	7.43
1789610052	615	counted	train	100000	8.97
1789610060	615	counted	train	100000	8.01
1789610063	615	counted	train	100000	2.74
1789610150	656	counted	train	100000	8.74
1789610164	656	counted	train	100000	13.14
1789610175	656	counted	train	100000	11.02
1789610187	656	counted	train	100000	12.75
1789610198	656	counted	train	100000	10.43
1789610209	656	counted	train	100000	10.58
1789610219	656	counted	train	100000	10.43
1789610229	656	counted	train	100000	9.49
1789610290	698	counted	train	100000	10.16
1789610304	698	counted	train	100000	14.18
1789610315	698	counted	train	100000	10.65
1789610326	698	counted	train	100000	10.72
1789610338	698	counted	train	100000	10.96
1789610354	698	counted	train	100000	16.12
1789610578	777	counted	train	100000	26.10
1789610609	777	counted	train	100000	30.71
1789610626	777	counted	train	100000	16.70
1789610645	777	counted	train	100000	18.95
1789610809	820	counted	train	100000	35.83
1789610841	820	counted	train	100000	32.61
1789610871	820	counted	train	100000	29.92
1789610956	867	counted	train	100000	12.09
1789610969	867	counted	train	100000	12.64
1789610982	867	counted	train	100000	12.63
1789610995	867	counted	train	100000	12.86
1789611009	867	counted	train	100000	13.97
1789611075	912	counted	train	100000	14.63
1789611091	912	counted	train	100000	14.93
1789611106	912	counted	train	100000	14.88
1789611119	912	counted	train	100000	13.57
1789611134	912	counted	train	100000	14.06
1789611209	953	counted	train	100000	27.20
1789611234	953	counted	train	100000	25.53
1789611262	953	counted	train	100000	27.58
1789611314	994	counted	train	100000	25.75
1789611340	994	counted	train	100000	25.50
1789611355	994	counted	train	100000	14.92
1789611372	994	counted	train	100000	17.05
1789611421	1035	counted	train	100000	22.46
1789611438	1035	counted	train	100000	16.30
1789611456	1035	counted	train	100000	18.63
1789611476	1035	counted	train	100000	19.95
1789611497	1035	counted	train	100000	20.53
1789611547	1076	counted	train	100000	17.59
1789611560	1076	counted	train	100000	12.03
1789611580	1076	counted	train	100000	20.43
1789611588	1076	counted	train	100000	8.15
1789611596	1076	counted	train	100000	8.09
1789611607	1076	counted	train	100000	10.24
1789611671	1117	counted	train	100000	23.88
1789611694	1117	counted	train	100000	23.19
1789611707	1117	counted	train	100000	12.66
1789611714	1117	counted	train	100000	7.12
1789611721	1117	counted	train	100000	7.00
1789611728	1117	counted	train	100000	7.07
1789611805	1172	counted	train	100000	20.80
1789611826	1172	counted	train	100000	20.40
1789611838	1172	counted	train	100000	11.81
1789611844	1172	counted	train	100000	6.36
1789611850	1172	counted	train	100000	6.34
1789611857	1172	counted	train	100000	6.28
1789611921	1213	counted	train	100000	21.26
1789611948	1213	counted	train	100000	26.69
