ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789525588	108	0.042	uncounted	exit	0.0	0	-c
1789525588	110	0.040	uncounted	exit	0.0	0	-c
1789525588	112	0.038	uncounted	exit	0.0	0	-m --version
1789525588	114	0.045	uncounted	exit	0.0	0	-c
1789525597	177	4.000	uncounted	exit	3.3	0	-c
1789525609	211	2.656	counted	exit	1.3	1	train.py
1789525612	247	0.798	uncounted	exit	0.4	0	-c
1789525631	289	0.038	uncounted	exit	0.0	0	-c
1789525631	291	0.037	uncounted	exit	0.0	0	-c
1789525631	293	0.035	uncounted	exit	0.0	0	-c
1789525641	355	6.776	counted	exit	2.3	1	train.py
1789525652	469	10.849	counted	exit	3.3	2	train.py
1789525672	570	17.933	counted	exit	5.2	2	train.py
1789525686	725	1.646	counted	exit	0.9	0	train.py
1789525701	836	34.180	counted	exit	9.4	2	train.py
1789525716	991	18.478	counted	exit	5.6	2	train.py
1789525737	1174	26.078	counted	exit	7.4	2	train.py
1789525771	1394	42.390	counted	exit	11.7	2	train.py
1789525808	1562	68.859	counted	exit	18.7	2	train.py
1789525840	1717	68.701	counted	exit	18.6	2	train.py
1789525856	1885	1.782	counted	exit	1.0	0	train.py
1789525875	2059	25.397	counted	exit	7.6	2	train.py
1789525896	2227	22.185	counted	exit	6.5	2	train.py
1789525961	2484	67.902	counted	exit	18.2	2	train.py
1789525997	2601	58.644	counted	exit	16.4	2	train.py
1789526024	2704	78.815	counted	exit	22.0	2	train.py
1789526054	2807	86.727	counted	exit	24.5	2	train.py
1789526083	2938	56.972	counted	exit	16.2	2	train.py
1789526120	3106	96.563	counted	exit	26.8	2	train.py
1789526174	3222	175.730	counted	exit	47.3	2	train.py
1789526227	3327	154.048	counted	exit	41.8	1	train.py
1789526342	3431	377.426	counted	exit	103.3	3	train.py
1789526436	3548	299.907	counted	exit	80.3	1	train.py
1789526506	3770	144.706	counted	exit	38.9	1	train.py
1789526569	3887	154.992	counted	exit	42.4	1	train.py
1789526624	4056	154.723	counted	exit	42.3	1	train.py
1789526691	4160	220.078	counted	exit	58.3	1	train.py
1789526769	4277	247.682	counted	exit	67.2	1	train.py
1789526831	4431	162.629	counted	exit	44.4	1	train.py
1789526877	4549	132.850	counted	exit	36.6	1	train.py
1789526926	4666	149.232	counted	exit	40.3	1	train.py
1789526978	4783	148.063	counted	exit	41.6	1	train.py
1789527030	4952	152.412	counted	exit	40.8	1	train.py
1789527133	5069	171.685	counted	exit	48.0	2	train.py
1789527151	5222	0.034	uncounted	exit	0.0	0	-
1789527191	5241	141.462	counted	exit	39.5	1	train.py
1789527245	5358	160.939	counted	exit	43.9	1	train.py
1789527316	5517	145.696	counted	exit	39.9	1	train.py
1789527367	5634	151.072	counted	exit	40.8	1	train.py
1789527436	5751	221.098	counted	exit	59.0	1	train.py
1789527492	5802	188.152	exempt	exit	51.8	1	validate.py
