ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789612401	141	5.022	counted	exit	3.5	1	train.py
1789612421	239	4.874	counted	exit	1.8	1	train.py
1789612455	364	2.865	counted	exit	1.4	1	train.py
1789612484	445	10.196	counted	exit	3.3	1	train.py
1789612515	620	10.510	counted	exit	3.4	1	train.py
1789612539	721	43.523	counted	exit	11.7	5	train.py
1789612558	781	52.422	counted	exit	13.8	5	train.py
1789612574	846	51.107	counted	exit	13.6	5	train.py
1789612599	912	83.280	counted	exit	21.8	5	train.py
1789612613	978	44.412	counted	exit	12.0	5	train.py
1789612629	1045	42.585	counted	exit	11.4	5	train.py
1789612714	1195	44.775	counted	exit	12.0	5	train.py
1789612742	1256	83.915	counted	exit	21.8	10	train.py
1789612843	1363	211.214	counted	exit	90.1	5	train.py
1789612869	1464	42.054	counted	exit	11.3	5	train.py
1789612900	1546	39.537	counted	exit	10.7	5	train.py
1789612915	1626	39.733	counted	exit	10.6	5	train.py
1789612934	1727	39.251	counted	exit	10.6	5	train.py
1789612949	1827	35.936	counted	exit	9.8	5	train.py
1789612971	1948	54.998	counted	exit	14.6	5	train.py
1789612986	2009	38.646	counted	exit	10.4	5	train.py
1789613005	2059	0.653	uncounted	exit	0.3	0	-c
1789613026	2100	40.365	counted	exit	10.9	5	train.py
1789613053	2307	41.439	counted	exit	11.1	5	train.py
1789613073	2406	45.959	counted	exit	12.4	5	train.py
1789613133	2468	54.388	counted	exit	14.7	5	train.py
1789613168	2532	64.843	counted	exit	17.2	5	train.py
1789613226	2599	67.268	counted	exit	17.8	5	train.py
1789613259	2664	95.975	counted	exit	25.1	5	train.py
1789613279	2730	65.412	counted	exit	17.3	5	train.py
1789613298	2795	61.290	counted	exit	16.3	5	train.py
1789613332	2916	91.640	counted	exit	24.0	7	train.py
1789613357	2976	81.282	counted	exit	21.3	7	train.py
1789613389	3101	89.740	counted	exit	23.5	7	train.py
1789613431	3204	100.904	counted	exit	26.3	8	train.py
1789613462	3267	92.783	counted	exit	24.2	7	train.py
1789613490	3333	85.766	counted	exit	22.5	7	train.py
1789613516	3398	89.070	counted	exit	23.3	7	train.py
1789613556	3464	90.758	counted	exit	23.6	7	train.py
1789613583	3528	85.701	counted	exit	22.5	7	train.py
1789613618	3595	78.954	counted	exit	20.7	7	train.py
1789613647	3668	98.353	exempt	exit	25.8	7	validate.py
