ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789508767	110	0.047	uncounted	exit	0.0	0	-c
1789508768	112	0.046	uncounted	exit	0.0	0	-c
1789508768	114	0.044	uncounted	exit	0.0	0	-m --version
1789508768	116	0.042	uncounted	exit	0.0	0	-c
1789508779	209	5.504	counted	exit	4.0	1	train.py
1789508791	278	0.054	uncounted	exit	0.0	0	-c
1789508791	280	0.051	uncounted	exit	0.0	0	-c
1789508791	282	0.051	uncounted	exit	0.0	0	-c
1789508802	353	12.110	counted	exit	3.7	1	train.py
1789508830	506	1.781	counted	exit	1.0	0	train.py
1789508833	548	1.573	uncounted	exit	0.8	0	-c
1789508843	618	1.598	uncounted	exit	0.8	0	-c
1789508848	653	10.861	counted	exit	3.4	2	train.py
1789508871	752	20.934	counted	exit	5.9	2	train.py
1789508892	907	10.011	counted	exit	3.2	2	train.py
1789508911	1084	20.528	counted	exit	5.9	2	train.py
1789508931	1200	19.270	counted	exit	5.5	2	train.py
1789508937	1235	0.831	uncounted	exit	0.4	0	-
1789508964	1371	19.195	counted	exit	5.5	2	train.py
1789508972	1406	0.752	uncounted	exit	0.4	0	-
1789508995	1504	21.367	counted	exit	6.2	2	train.py
1789509006	1557	17.164	counted	exit	5.1	2	train.py
1789509023	1671	18.741	counted	exit	5.5	2	train.py
1789509090	1840	52.009	counted	exit	14.9	4	train.py
1789509111	1965	20.368	counted	exit	6.0	2	train.py
1789509113	2000	0.053	uncounted	exit	0.0	0	-
1789509129	2030	51.019	counted	exit	14.6	2	train.py
1789509134	2064	0.689	uncounted	exit	0.3	0	-c
1789509139	2079	0.046	uncounted	exit	0.0	0	-
1789509157	2098	69.158	counted	exit	18.4	2	train.py
1789509162	2133	0.047	uncounted	exit	0.0	0	-
1789509174	2152	42.679	counted	exit	11.7	2	train.py
1789509179	2187	0.042	uncounted	exit	0.0	0	-
1789509190	2206	40.700	counted	exit	11.1	2	train.py
1789509192	2241	0.047	uncounted	exit	0.0	0	-
1789509203	2260	40.193	counted	exit	11.1	2	train.py
1789509268	2380	128.036	counted	exit	33.3	6	train.py
1789509324	2484	191.611	counted	exit	49.5	10	train.py
1789509329	2519	0.052	uncounted	exit	0.0	0	-
1789509380	2539	194.928	counted	exit	50.5	10	train.py
1789509449	2766	194.024	counted	exit	50.0	10	train.py
1789509523	2883	241.254	counted	exit	62.1	12	train.py
1789509611	2987	304.007	counted	exit	79.6	16	train.py
1789509693	3091	257.350	counted	exit	67.3	20	train.py
1789509700	3127	0.050	uncounted	exit	0.0	0	-
1789509794	3147	360.273	counted	exit	93.1	18	train.py
1789509897	3319	301.490	counted	exit	77.5	18	train.py
1789509997	3423	346.379	counted	exit	88.8	22	train.py
1789510112	3579	391.971	counted	exit	100.2	22	train.py
1789510201	3801	234.606	counted	exit	60.8	11	train.py
1789510310	3905	385.032	counted	exit	99.8	14	train.py
1789510434	4009	391.871	counted	exit	102.1	14	train.py
1789510511	4045	0.042	uncounted	exit	0.0	0	-
1789510587	4065	293.398	counted	exit	75.9	14	train.py
1789510702	4169	395.022	counted	exit	103.0	18	train.py
1789510706	4204	0.045	uncounted	exit	0.0	0	-
1789510799	4223	351.655	counted	exit	92.7	22	train.py
1789510810	4259	0.061	uncounted	exit	0.0	0	-
1789510898	4279	335.202	counted	exit	88.0	16	train.py
1789510902	4314	0.057	uncounted	exit	0.0	0	-
1789510997	4334	367.139	counted	exit	95.2	19	train.py
1789511002	4370	0.045	uncounted	exit	0.0	0	-
1789511100	4389	375.015	counted	exit	98.4	16	train.py
1789511105	4424	0.040	uncounted	exit	0.0	0	-
1789511208	4443	392.304	counted	exit	103.0	16	train.py
1789511344	4601	446.857	exempt	exit	115.7	16	validate.py
