ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789636689	95	0.038	uncounted	exit	0.0	0	-c
1789636689	97	0.034	uncounted	exit	0.0	0	-c
1789636689	99	0.038	uncounted	exit	0.0	0	-m --version
1789636689	101	0.035	uncounted	exit	0.0	0	-c
1789636701	171	4.859	counted	exit	3.5	1	train.py
1789636716	206	1.490	uncounted	exit	0.8	0	-c
1789636724	251	0.032	uncounted	exit	0.0	0	-c
1789636724	253	0.034	uncounted	exit	0.0	0	-c
1789636724	255	0.033	uncounted	exit	0.0	0	-c
1789636731	317	6.226	counted	exit	2.1	1	train.py
1789636746	362	0.812	uncounted	exit	0.4	0	-
1789636760	430	10.179	counted	exit	3.5	1	train.py
1789636784	645	9.030	counted	exit	3.1	1	train.py
1789636804	732	11.390	counted	exit	4.2	1	train.py
1789636825	868	9.847	counted	exit	3.5	1	train.py
1789636852	970	14.042	counted	exit	4.6	1	train.py
1789636865	1083	17.698	counted	exit	5.5	1	train.py
1789636911	1186	18.892	counted	exit	5.8	1	train.py
1789636937	1392	34.715	counted	exit	10.0	1	train.py
1789636951	1582	0.043	uncounted	exit	0.0	0	-c
1789636961	1600	31.841	counted	exit	9.5	1	train.py
1789636987	1779	30.441	counted	exit	9.1	1	train.py
1789637028	1996	34.960	counted	exit	10.1	1	train.py
1789637046	2110	35.558	counted	exit	10.1	1	train.py
1789637065	2223	36.427	counted	exit	10.7	1	train.py
1789637087	2388	34.397	counted	exit	10.1	1	train.py
1789637107	2542	34.237	counted	exit	10.3	1	train.py
1789637122	2655	26.437	counted	exit	8.0	1	train.py
1789637145	2820	32.579	counted	exit	9.7	1	train.py
1789637182	2936	99.400	counted	exit	26.5	3	train.py
1789637237	3039	167.329	counted	exit	43.6	5	train.py
1789637281	3205	105.369	counted	exit	28.5	3	train.py
1789637331	3360	104.586	counted	exit	28.1	3	train.py
1789637377	3515	112.048	counted	exit	30.4	3	train.py
1789637419	3670	113.728	counted	exit	31.1	3	train.py
1789637457	3784	110.356	counted	exit	30.0	3	train.py
1789637512	3967	105.508	counted	exit	29.0	3	train.py
1789637578	4081	216.131	counted	exit	56.6	7	train.py
1789637617	4195	112.107	counted	exit	30.4	3	train.py
1789637661	4361	110.256	counted	exit	30.1	3	train.py
1789637705	4538	109.562	counted	exit	30.2	3	train.py
1789637752	4655	104.587	counted	exit	28.7	3	train.py
1789637795	4843	97.238	counted	exit	26.8	3	train.py
1789637835	5022	89.141	counted	exit	24.6	3	train.py
1789637872	5135	104.663	counted	exit	28.6	3	train.py
1789637919	5249	148.670	counted	exit	39.7	4	train.py
1789637972	5352	176.086	counted	exit	46.4	5	train.py
1789638023	5518	148.298	counted	exit	39.6	4	train.py
1789638090	5632	224.926	counted	exit	58.9	4	train.py
1789638141	5746	145.122	counted	exit	39.0	4	train.py
1789638187	5795	155.519	exempt	exit	41.9	4	validate.py
