n	commit	unix_time	subject
00	7ecbc07	1789611839	baseline
01	a937fbc	1789611944	numeric time features + ES
02	482e675	1789612064	lr 0.02, patience 300
03	22b9957	1789612170	5-seed bagging ensemble
04	5ef1b4c	1789612220	single model depth10
05	baec998	1789612236	depth 12
06	32882f6	1789612257	depth 14
07	d54d727	1789612283	depth 16
08	3e3fdef	1789612322	depth 20
09	daaf866	1789612529	d20 lr 0.01 patience 400
10	668c7c8	1789612708	d20 lr0.01 max_bin 512
11	7f697c3	1789612786	max_bin 1024
12	bb0dd29	1789612889	max_bin 2048
13	02aede0	1789613004	d24 max_bin 2048
14	2c912c0	1789613396	colsample 0.7
15	de28857	1789613497	colsample 0.6
16	21ae531	1789613878	subsample 0.9
17	a3265c8	1789615045	frequency encoding origin/dest/route
