ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789530932	109	0.036	uncounted	exit	0.0	0	-c
1789530932	111	0.034	uncounted	exit	0.0	0	-c
1789530932	113	0.040	uncounted	exit	0.0	0	-m --version
1789530932	115	0.036	uncounted	exit	0.0	0	-c
1789530944	209	4.680	counted	exit	3.3	1	train.py
1789530948	245	0.854	uncounted	exit	0.5	0	-
1789530955	260	1.584	uncounted	exit	0.8	0	-c
1789530967	305	0.040	uncounted	exit	0.0	0	-c
1789530967	307	0.040	uncounted	exit	0.0	0	-c
1789530967	309	0.046	uncounted	exit	0.0	0	-c
1789530979	371	19.954	counted	exit	5.7	1	train.py
1789531003	485	65.563	counted	exit	17.4	1	train.py
1789531053	588	146.543	counted	exit	39.8	1	train.py
1789531082	705	79.916	counted	exit	21.1	1	train.py
1789531153	823	227.565	counted	exit	58.4	1	train.py
1789531160	871	0.755	uncounted	exit	0.4	0	-c
1789531189	904	90.692	counted	exit	23.7	1	train.py
1789531232	1023	122.074	counted	exit	31.9	2	train.py
1789531302	1127	244.984	counted	exit	63.6	4	train.py
1789531429	1180	315.420	counted	exit	82.0	5	train.py
1789531485	1247	183.719	counted	exit	48.2	4	train.py
1789531525	1300	139.865	counted	exit	37.0	4	train.py
1789531557	1353	114.854	counted	exit	29.9	4	train.py
1789531586	1406	103.214	counted	exit	26.9	4	train.py
1789531610	1458	85.328	counted	exit	22.4	4	train.py
1789531652	1512	133.251	counted	exit	34.4	4	train.py
1789531688	1566	127.128	counted	exit	33.3	4	train.py
1789531732	1619	153.772	counted	exit	41.8	4	train.py
1789531781	1672	171.240	counted	exit	46.0	4	train.py
1789531818	1725	121.905	counted	exit	34.1	4	train.py
1789531868	1778	159.109	counted	exit	46.0	4	train.py
1789531944	1832	257.115	counted	exit	71.8	7	train.py
1789531999	1885	193.859	counted	exit	50.3	7	train.py
1789532107	1939	351.664	counted	exit	99.0	7	train.py
1789532186	1993	262.731	counted	exit	74.3	7	train.py
1789532245	2047	202.597	counted	exit	56.8	7	train.py
1789532287	2100	141.018	counted	exit	39.1	7	train.py
1789532347	2154	172.703	counted	exit	49.0	7	train.py
1789532426	2209	266.592	counted	exit	73.7	7	train.py
1789532521	2264	305.646	counted	exit	85.5	11	train.py
1789532554	2333	0.036	uncounted	exit	0.0	0	-c
1789532554	2335	0.037	uncounted	exit	0.0	0	-c
1789532554	2337	0.038	uncounted	exit	0.0	0	-c
1789532650	2393	322.453	counted	exit	91.1	7	train.py
1789532772	2562	376.553	counted	exit	106.8	7	train.py
1789532884	2619	303.409	counted	exit	81.4	5	train.py
1789532969	2674	283.459	counted	exit	80.9	5	train.py
1789533084	2822	278.251	counted	exit	79.0	6	train.py
1789533209	2877	417.671	counted	exit	119.2	6	train.py
1789533310	2994	262.073	counted	exit	76.2	6	train.py
1789533429	3048	378.772	counted	exit	103.3	6	train.py
1789533514	3216	218.378	counted	exit	59.4	12	train.py
1789533614	3273	332.765	counted	exit	94.5	6	train.py
1789533766	3416	453.995	exempt	exit	128.7	6	validate.py
