n	commit	eval_auc	status	seconds	description
1	123cddd	0.7141	ok	4	baseline
2	c0df597	0.7112	ok	3	400 trees lr 0.05
3	c91963d	0.7064	ok	1	decompose DepTime + Route
4	e739323	0.7132	ok	1	DepTime decomposition only
5	737a95c	0.7158	ok	2	depth4 100 trees
6	e2da697	0.7126	ok	3	depth4 300 trees
7	9ecefa8	0.7142	ok	2	depth5 100 trees
8	a4dd4dc	0.7160	ok	2	depth3 200 trees
9	7ad7cba	0.7155	ok	2	depth3 400 trees
10	059cf6a	0.7160	ok	2	mcw5
11	7b12000	0.7151	ok	2	subsample/colsample 0.8
12	7f465be	0.7159	ok	2	depth3 200 + DepTime decomp
13	078a8e1	0.7164	ok	2	OOF target encoding
14	04440b4	0.7107	ok	2	TE only
15	45a46de	0.7156	ok	2	add Route TE
16	0d35ea5	0.7164	ok	5	ensemble 5 seeds
17	cce25b6	0.7154	ok	2	TE + depth4 200
18	8d911b4	0.7153	ok	2	max_cat_threshold 256
19	a875844	0.0000	crash	1	calendar cyclical features
20	18e54d3	0.7171	ok	2	calendar cyclical features
21	19586ce	0.7166	ok	2	Fourier harmonics
22	e92d366	0.7176	ok	2	calendar + dep_minutes
23	b262068	0.7159	ok	2	depth4 calendar
24	2586706	0.7168	ok	3	depth3 300 calendar
25	8233e5c	0.7192	ok	4	composite TE keys
26	73f0a0f	0.7180	ok	5	seasonal composite TE
27	1457410	0.7223	ok	4	add DestHour
28	e11c675	0.7285	ok	5	add RouteHour
29	5ffbcaf	0.7287	ok	5	add RouteDow
30	bd7785a	0.7284	ok	7	add CarrierRoute
31	b3c7af8	0.7369	ok	7	add RouteTime30
32	d2eebe8	0.7407	ok	9	add RouteTime15
33	2f6fedb	0.7414	ok	11	add RouteTime5
34	87cf346	0.7406	ok	11	TE smoothing k=5
35	b42d1e0	0.7455	ok	13	add OriginTime15 DestTime15
36	fdedae8	0.7462	ok	14	add CarrierTime
37	ef04d5e	0.7465	ok	20	add OriginTime5 DestTime5
38	c3760dc	0.7444	ok	19	depth4 rich TE
39	0624155	0.7466	ok	23	add RouteTime1
40	cd90d43	0.7466	ok	23	ensemble 3 seeds
