ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789642884	108	0.065	uncounted	exit	0.0	0	-c
1789642884	110	0.045	uncounted	exit	0.0	0	-c
1789642884	112	0.033	uncounted	exit	0.0	0	-m --version
1789642885	114	0.067	uncounted	exit	0.0	0	-c
1789642896	183	4.937	counted	exit	3.4	1	train.py
1789642905	245	0.065	uncounted	exit	0.0	0	-c
1789642905	247	0.066	uncounted	exit	0.0	0	-c
1789642905	249	0.065	uncounted	exit	0.0	0	-c
1789642915	311	8.234	counted	exit	3.1	1	train.py
1789642930	409	7.780	counted	exit	2.8	1	train.py
1789642945	523	14.042	counted	exit	4.4	1	train.py
1789642961	700	15.618	counted	exit	4.7	1	train.py
1789642983	813	26.903	counted	exit	7.6	1	train.py
1789642996	927	17.843	counted	exit	5.4	1	train.py
1789643025	1041	44.956	counted	exit	12.3	3	train.py
1789643052	1154	72.098	counted	exit	19.3	5	train.py
1789643087	1319	78.197	counted	exit	21.1	5	train.py
1789643125	1484	80.807	counted	exit	21.6	5	train.py
1789643166	1597	125.469	counted	exit	33.1	8	train.py
1789643223	1700	189.532	counted	exit	49.6	12	train.py
1789643271	1879	112.822	counted	exit	30.3	8	train.py
1789643309	1996	106.762	counted	exit	27.8	8	train.py
1789643355	2109	145.477	counted	exit	38.2	8	train.py
1789643410	2235	161.076	counted	exit	42.0	8	train.py
1789643429	2284	0.738	uncounted	exit	0.4	0	-
1789643583	2459	405.389	counted	exit	103.4	8	train.py
1789643651	2573	226.416	counted	exit	57.8	8	train.py
1789643766	2687	422.773	counted	exit	107.5	8	train.py
1789643854	2790	293.257	counted	exit	75.1	6	train.py
1789643950	2904	339.226	counted	exit	86.7	8	train.py
1789644075	3070	422.856	counted	exit	107.6	8	train.py
1789644199	3236	429.209	counted	exit	109.4	8	train.py
1789644292	3350	333.836	counted	exit	85.1	8	train.py
1789644420	3516	458.392	counted	exit	116.9	8	train.py
1789644530	3630	365.506	counted	exit	93.2	8	train.py
1789644630	3744	340.778	counted	exit	86.9	8	train.py
1789644743	3861	402.853	counted	exit	102.7	8	train.py
1789644755	4016	2.349	counted	exit	1.7	0	train.py
1789644854	4126	354.825	counted	exit	90.5	8	train.py
1789644945	4307	300.902	counted	exit	77.0	8	train.py
1789645026	4410	293.747	counted	exit	75.0	8	train.py
1789645115	4524	316.417	counted	exit	80.8	8	train.py
1789645203	4627	326.589	counted	exit	83.3	8	train.py
1789645300	4741	329.607	counted	exit	84.1	8	train.py
1789645382	4844	269.812	counted	exit	69.1	8	train.py
1789645521	4959	249.343	counted	exit	63.9	8	train.py
1789645633	5061	321.382	counted	exit	85.5	8	train.py
1789645764	5177	416.096	counted	exit	105.9	10	train.py
1789645886	5213	415.063	exempt	exit	106.2	10	validate.py
